,Symbol,Company Name,CMP
1361,LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,44.75
1362,JINDALPHOT.NS,Jindal Photo Limited,62.25
1363,OSIAHYPER.NS,Osia Hyper Retail Limited,
1364,KERNEX.NS,Kernex Microsystems (India) Limited,51.84999847
1365,GTL.NS,GTL Limited,10.64999962
1366,KECL.NS,Kirloskar Electric Company Limited,20.64999962
1367,REMSONSIND.NS,Remsons Industries Limited,173.3500061
1368,GEEKAYWIRE.NS,Geekay Wires Limited,89.05000305
1369,URAVI.NS,Uravi T and Wedge Lamps Limited,154
1370,SVLL.NS,Shree Vasu Logistics Limited,96
1371,INDIANCARD.NS,Indian Card Clothing Company Limited,156.6999969
1372,ORIENTLTD.NS,Orient Press Limited,77.75
1373,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,15.30000019
1374,ALMONDZ.NS,Almondz Global Securities Limited,45.20000076
1375,AARVI.NS,Aarvi Encon Limited,68.65000153
1376,INDOSOLAR.NS,Indosolar Limited,1.950000048
1377,PAR.NS,Par Drugs and Chemicals Limited,
1378,BALPHARMA.NS,Bal Pharma Limited,102.6999969
1379,WORTH.NS,Worth Peripherals Limited,66.05000305
1380,ALPA.NS,Alpa Laboratories Limited,56.40000153
1381,ACCURACY.NS,Accuracy Shipping Limited,29.79999924
1382,WEIZMANIND.NS,Weizmann Limited,52.15000153
1383,VISASTEEL.NS,Visa Steel Limited,9.100000381
1384,HOVS.NS,HOV Services Limited,54.45000076
1385,LYKALABS.NS,Lyka Labs Limited,66.65000153
1386,SHIVAUM.NS,Shiv Aum Steels Limited,
1387,PREMIERPOL.NS,Premier Polyfilm Limited,52.79999924
1388,SITINET.NS,Siti Networks Limited,1.399999976
1389,NDGL.NS,Naga Dhunseri Group Limited,1036.050049
1390,BYKE.NS,The Byke Hospitality Ltd,31
1391,JMA.NS,Jullundur Motor Agency (Delhi) Limited,45.25
1392,TEXMOPIPES.NS,Texmo Pipes and Products Limited,51.79999924
1393,KALYANIFRG.NS,Kalyani Forge Limited,197.1999969
1394,INTENTECH.NS,Intense Technologies Limited,73.69999695
1395,AKG.NS,Akg Exim Limited,97.80000305
1396,GOLDENTOBC.NS,Golden Tobacco Limited,50.54999924
1397,COMPUSOFT.NS,Compucom Software Limited,10.75
1398,KAMATHOTEL.NS,Kamat Hotels (I) Limited,49.84999847
1399,IL&FSTRANS.NS,IL&FS Transportation Networks Limited,2.450000048
1400,LCCINFOTEC.NS,LCC Infotech Limited,
1401,PANACHE.NS,Panache Digilife Limited,56.45000076
1402,FMNL.NS,Future Market Networks Limited,15.89999962
1403,DSSL.NS,Dynacons Systems & Solutions Limited,120.8000031
1404,ABMINTLTD.NS,ABM International Limited,60.29999924
1405,PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,224
1406,BHARATGEAR.NS,Bharat Gears Limited,100.1500015
1407,SUPREMEENG.NS,Supreme Engineering Limited,22.64999962
1408,IZMO.NS,IZMO Limited,76.84999847
1409,CCHHL.NS,Country Club Hospitality & Holidays Limited,5.949999809
1410,TOKYOPLAST.NS,Tokyo Plast International Limited,103.4499969
1411,A2ZINFRA.NS,A2Z Infra Engineering Limited,5.050000191
1412,GAMMNINFRA.NS,Gammon Infrastructure Projects Limited,1.700000048
1413,MAHICKRA.NS,Mahickra Chemicals Limited,87.90000153
1414,KRITIKA.NS,Kritika Wires Limited,
1415,ARCHIDPLY.NS,Archidply Industries Limited,32.65000153
1416,MUKTAARTS.NS,Mukta Arts Limited,34.20000076
1417,CMICABLES.NS,CMI Limited,45.95000076
1418,LIBAS.NS,Libas Consumer Products Limited,51.70000076
1419,VIKASECO.NS,Vikas EcoTech Limited,2.349999905
1420,AROGRANITE.NS,Aro Granite Industries Limited,56.5
1421,AUSOMENT.NS,Ausom Enterprise Limited,66.5
1422,TOTAL.NS,Total Transport Systems Limited,41.70000076
1423,DEVIT.NS,Dev Information Technology Limited,
1424,RSSOFTWARE.NS,R. S. Software (India) Limited,28.14999962
1425,BANKA.NS,Banka BioLoo Limited,74.44999695
1426,SONAMCLOCK.NS,Sonam Clock Limited,
1427,ARVEE.NS,Arvee Laboratories (India) Limited,41.5
1428,HISARMETAL.NS,Hisar Metal Industries Limited,114.25
1429,SICAL.NS,Sical Logistics Limited,13.55000019
1430,SRPL.NS,Shree Ram Proteins Limited,35.90000153
1431,PNC.NS,Pritish Nandy Communications Limited,43.54999924
1432,SHREERAMA.NS,Shree Rama Multi-Tech Limited,15.85000038
1433,GANGESSECU.NS,Ganges Securities Limited,72.25
1434,GOENKA.NS,Goenka Diamond and Jewels Limited,1.450000048
1435,BDR.NS,BDR Buildcon Limited,
1436,SILGO.NS,Silgo Retail Limited,44.84999847
1437,TARMAT.NS,Tarmat Limited,62.09999847
1438,MCDHOLDING.NS,McDowell Holdings Limited,49.45000076
1439,JAKHARIA.NS,JAKHARIA FABRIC LIMITED,
1440,AARON.NS,Aaron Industries Limited,27.5
1441,SICAGEN.NS,Sicagen India Limited,23.04999924
1442,PARIN.NS,Parin Furniture Limited,
1443,SUNDARAM.NS,Sundaram Multi Pap Limited,1.600000024
1444,MANAKALUCO.NS,Manaksia Aluminium Company Limited,19.95000076
1445,ROLLT.NS,Rollatainers Limited,2.950000048
1446,E2E.NS,E2E Networks Limited,
1447,LOKESHMACH.NS,Lokesh Machines Limited,43.15000153
1448,INDBANK.NS,Indbank Merchant Banking Services Limited,15.55000019
1449,DAMODARIND.NS,Damodar Industries Limited,36
1450,SURANAT&P.NS,Surana Telecom and Power Limited,5.199999809
1451,INDOTHAI.NS,Indo Thai Securities Limited,51.90000153
1452,IMAGICAA.NS,Imagicaaworld Entertainment Limited,7.550000191
1453,SAGARDEEP.NS,Sagardeep Alloys Limited,42.75
1454,SKIL.NS,SKIL Infrastructure Limited,3.5
1455,MITCON.NS,MITCON Consultancy & Engineering Services Limited,
1456,WFL.NS,Wonder Fibromats Limited,
1457,AVG.NS,AVG Logistics Limited,
1458,SARVESHWAR.NS,Sarveshwar Foods Limited,
1459,PRAENG.NS,Prajay Engineers Syndicate Limited,12.30000019
1460,GLOBALVECT.NS,Global Vectra Helicorp Limited,48.09999847
1461,ROLTA.NS,Rolta India Limited,6.099999905
1462,ATLANTA.NS,Atlanta  Limited,10.30000019
1463,JYOTISTRUC.NS,Jyoti Structures Limited,5.25
1464,MOKSH.NS,Moksh Ornaments Limited,67.34999847
1465,TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,77.84999847
1466,NILASPACES.NS,Nila Spaces Limited,1.600000024
1467,STEELCITY.NS,Steel City Securities Limited,47.15000153
1468,ASAL.NS,Automotive Stampings and Assemblies Limited,40
1469,GODHA.NS,Godha Cabcon & Insulation Limited,34.59999847
1470,MORARJEE.NS,Morarjee Textiles Limited,16.60000038
1471,CORDSCABLE.NS,Cords Cable Industries Limited,57.40000153
1472,WIPL.NS,The Western India Plywoods Limited,63.90000153
1473,ALKALI.NS,Alkali Metals Limited,63.29999924
1474,LAMBODHARA.NS,Lambodhara Textiles Limited,70.5
1475,PRESSMN.NS,Pressman Advertising Limited,26.20000076
1476,PUNJLLOYD.NS,Punj Lloyd Limited,2
1477,CTE.NS,Cambridge Technology Enterprises Limited,33
1478,FLEXITUFF.NS,Flexituff Ventures International Limited,23.85000038
1479,RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,22.04999924
1480,GLOBE.NS,Globe Textiles (India) Limited,50.59999847
1481,BEDMUTHA.NS,Bedmutha Industries Limited,23.70000076
1482,SALONA.NS,Salona Cotspin Limited,126.0999985
1483,SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,46.34999847
1484,UJAAS.NS,Ujaas Energy Limited,2.950000048
1485,NITIRAJ.NS,Nitiraj Engineers Limited,43.20000076
1486,HPIL.NS,Hindprakash Industries Limited,
1487,SUMEETINDS.NS,Sumeet Industries Limited,4.75
1488,PALASHSECU.NS,Palash Securities Limited,64.90000153
1489,TERASOFT.NS,Tera Software Limited,45.79999924
1490,OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,
1491,MRO-TEK.NS,MRO-TEK Realty Limited,25.5
1492,MRO.NS,M.R. Organisation Limited,
1493,MTEDUCARE.NS,MT Educare Limited,8.100000381
1494,NIBL.NS,NRB Industrial Bearings Limited,20.20000076
1495,GANGAFORGE.NS,Ganga Forging Limited,77
1496,DCM.NS,DCM  Limited,34.65000153
1497,TARACHAND.NS,Tara Chand Logistic Solutions Limited,
1498,SURANASOL.NS,Surana Solar Limited,10.25
1499,MALUPAPER.NS,Malu Paper Mills Limited,35.75
1500,MHHL.NS,Mohini Health & Hygiene Limited,
1501,SHRADHA.NS,Shradha Infraprojects Limited,37.79999924
1502,UNIVASTU.NS,Univastu India Limited,43.15000153
1503,ARSSINFRA.NS,ARSS Infrastructure Projects Limited,34.04999924
1504,MADHAV.NS,Madhav Marbles and Granites Limited,57.29999924
1505,MEGASOFT.NS,Megasoft Limited,12.5
1506,TIRUPATI.NS,Shree Tirupati Balajee FIBC Limited,
1507,ENERGYDEV.NS,Energy Development Company Limited,10.10000038
1508,DGCONTENT.NS,Digicontent Limited,9
1509,CNOVAPETRO.NS,CIL Nova Petrochemicals Limited,
1510,AARVEEDEN.NS,Aarvee Denims & Exports Limited,23.20000076
1511,PATINTLOG.NS,Patel Integrated Logistics Limited,24.89999962
1512,KANANIIND.NS,Kanani Industries Limited,5.199999809
1513,BAGFILMS.NS,B.A.G Films and Media Limited,3.299999952
1514,AIROLAM.NS,Airo Lam limited,
1515,SANWARIA.NS,Sanwaria Consumer Limited,0.800000012
1516,NECCLTD.NS,North Eastern Carrying Corporation Limited,10.75
1517,ANIKINDS.NS,Anik Industries Limited,18.79999924
1518,ARTNIRMAN.NS,Art Nirman Limited,
1519,BVCL.NS,Barak Valley Cements Limited,22.10000038
1520,SHAIVAL.NS,Shaival Reality Limited,
1521,VARDMNPOLY.NS,Vardhman Polytex Limited,18.70000076
1522,SAMBHAAV.NS,Sambhaav Media Limited,2.599999905
1523,IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,3.650000095
1524,ZENITHEXPO.NS,Zenith Exports Limited,97.84999847
1525,KEYFINSERV.NS,Keynote Financial Services Limited,68.19999695
1526,MDL.NS,Marvel Decor Limited,28.95000076
1527,KHFM.NS,Khfm Hospitality And Facility Management Services Limited,
1528,SERVOTECH.NS,Servotech Power Systems Limited,18.95000076
1529,GLOBAL.NS,Global Education Limited,52.25
1530,MADHUCON.NS,Madhucon Projects Limited,5.150000095
1531,SHIVAMILLS.NS,Shiva Mills Limited,75.44999695
1532,BANG.NS,Bang Overseas Limited,33.25
1533,AAATECH.NS,Aaa Technologies Limited,
1534,SOMICONVEY.NS,Somi Conveyor Beltings Limited,47.54999924
1535,SPMLINFRA.NS,SPML Infra Limited,11.5
1536,MANUGRAPH.NS,Manugraph India Limited,12.10000038
1537,KRIDHANINF.NS,Kridhan Infra Limited,5
1538,TREJHARA.NS,TREJHARA SOLUTIONS LIMITED,38.90000153
1539,VAISHALI.NS,Vaishali Pharma Limited,36.40000153
1540,DELTAMAGNT.NS,Delta Manufacturing Limited,38.25
1541,CINEVISTA.NS,Cinevista Limited,12.25
1542,ARCHIES.NS,Archies Limited,14.94999981
1543,ASCOM.NS,Ascom Leasing & Investments Limited,
1544,CENTEXT.NS,Century Extrusions Limited,7.300000191
1545,LGHL.NS,Laxmi Goldorna House Limited,
1546,BSL.NS,BSL Limited,54.29999924
1547,INDOWIND.NS,Indowind Energy Limited,4.300000191
1548,BLBLIMITED.NS,BLB Limited,6.800000191
1549,AMDIND.NS,AMD Industries Limited,21.10000038
1550,SANGINITA.NS,Sanginita Chemicals Limited,23.25
1551,MKPL.NS,M K Proteins Limited,
1552,AISL.NS,ANI Integrated Services Limited,
1553,BANARBEADS.NS,Banaras Beads Limited,57.95000076
1554,BHANDARI.NS,Bhandari Hosiery Exports Limited,2.950000048
1555,ONEPOINT.NS,One Point One Solutions Limited,18.60000038
1556,VINNY.NS,Vinny Overseas Limited,33
1557,BCONCEPTS.NS,Brand Concepts Limited,26
1558,ANSALHSG.NS,Ansal Housing Limited,7.199999809
1559,TREEHOUSE.NS,Tree House Education & Accessories Limited,8.100000381
1560,AJOONI.NS,Ajooni Biotech Limited,42
1561,GAL.NS,Gyscoal Alloys Limited,2.150000095
1562,DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,18.14999962
1563,VASWANI.NS,Vaswani Industries Limited,13.94999981
1564,LATTEYS.NS,Latteys Industries Limited,
1565,EDUCOMP.NS,Educomp Solutions Limited,3
1566,SIMBHALS.NS,Simbhaoli Sugars Limited,14.94999981
1567,SUMIT.NS,Sumit Woods Limited,12.5
1568,UNITEDPOLY.NS,United Polyfab Gujarat Limited,
1569,TIRUPATIFL.NS,Tirupati Forge Limited,30
1570,GIRIRAJ.NS,Giriraj Civil Developers Limited,
1571,SANGHVIFOR.NS,Sanghvi Forging and Engineering Limited,16.39999962
1572,DCI.NS,DC Infotech and Communication Limited,
1573,SIKKO.NS,Sikko Industries Limited,24
1574,PIGL.NS,Power & Instrumentation (Gujarat) Limited,83
1575,AURDIS.NS,Aurangabad Distillery Limited,
1576,BEARDSELL.NS,Beardsell Limited,14
1577,TMRVL.NS,The Mandhana Retail Ventures Limited,15.89999962
1578,CELEBRITY.NS,Celebrity Fashions Limited,7
1579,VCL.NS,Vaxtex Cotfab Limited,
1580,SALSTEEL.NS,S.A.L. Steel Limited,4.699999809
1581,UCL.NS,Ushanti Colour Chem Limited,
1582,LPDC.NS,Landmark Property Development Company Limited,2.400000095
1583,SHANTI.NS,Shanti Overseas (India) Limited,
1584,LAGNAM.NS,Lagnam Spintex Limited,
1585,KGL.NS,Karuturi Global Limited,0.200000003
1586,NANDANI.NS,Nandani Creation Limited,
1587,LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,80.19999695
1588,ORTINLAB.NS,Ortin Laboratories Limited,28.29999924
1589,GUJRAFFIA.NS,Gujarat Raffia Industries Limited,
1590,HINDCON.NS,Hindcon Chemicals Limited,
1591,OILCOUNTUB.NS,Oil Country Tubular Limited,7.349999905
1592,LEXUS.NS,Lexus Granito (India) Limited,
1593,PRITI.NS,Priti International Limited,
1594,RELIABLE.NS,Reliable Data Services Limited,28
1595,KEERTI.NS,Keerti Knowledge and Skills Limited,32.5
1596,FOCUS.NS,Focus Lighting and Fixtures Limited,
1597,CUBEXTUB.NS,Cubex Tubings Limited,26.60000038
1598,MERCATOR.NS,Mercator Limited,1.299999952
1599,HECPROJECT.NS,HEC Infra Projects Limited,
1600,OMKARCHEM.NS,Omkar Speciality Chemicals Limited,9.5
1601,BRIGHT.NS,Bright Solar Limited,
1602,AGROPHOS.NS,Agro Phos India Limited,13.80000019
1603,PEARLPOLY.NS,Pearl Polymers Limited,18.70000076
1604,GOLDSTAR.NS,Goldstar Power Limited,20.5
1605,NEXTMEDIA.NS,Next Mediaworks Limited,6
1606,AMBANIORG.NS,Ambani Organics Limited,
1607,FELIX.NS,Felix Industries Limited,39.90000153
1608,HUSYSLTD.NS,Husys Consulting Limited,
1609,SUPERSPIN.NS,Super Spinning Mills Limited,6.300000191
1610,EXCEL.NS,Excel Realty N Infra Limited,2.349999905
1611,SGL.NS,STL Global Limited,12.60000038
1612,METALFORGE.NS,Metalyst Forgings Limited,6
1613,DHARSUGAR.NS,Dharani Sugars & Chemicals Limited,10.35000038
1614,MANGTIMBER.NS,Mangalam Timber Products Limited,12.89999962
1615,BALKRISHNA.NS,Balkrishna Paper Mills Limited,22.04999924
1616,TIMESGTY.NS,Times Guaranty Limited,51.95000076
1617,KSHITIJPOL.NS,Kshitij Polyline Limited,
1618,UNIINFO.NS,Uniinfo Telecom Services Limited,
1619,PROLIFE.NS,Prolife Industries Limited,
1620,ZODIAC.NS,Zodiac Energy Limited,
1621,VIVIDHA.NS,Visagar Polytex Limited,0.899999976
1622,ROHITFERRO.NS,Rohit Ferro-Tech Limited,2.700000048
1623,JITFINFRA.NS,JITF Infralogistics Limited,12
1624,DIAPOWER.NS,Diamond Power Infra Ltd,0.949999988
1625,SONAHISONA.NS,Sona Hi Sona Jewellers (Gujarat) Limited,
1626,MMNL.NS,MIG Media Neurons Limited,
1627,MUKANDENGG.NS,Mukand Engineers Limited,16.39999962
1628,RMCL.NS,Radha Madhav Corporation Limited,2.5
1629,WILLAMAGOR.NS,Williamson Magor & Company Limited,22.20000076
1630,COX&KINGS.NS,Cox & Kings Limited,1.600000024
1631,MILTON.NS,Milton Industries Limited,
1632,NAGREEKEXP.NS,Nagreeka Exports Limited,24.60000038
1633,SILLYMONKS.NS,Silly Monks Entertainment Limited,24.79999924
1634,SOMATEX.NS,Soma Textiles & Industries Limited,5.75
1635,TIJARIA.NS,Tijaria Polypipes Limited,7.400000095
1636,SEZAL.NS,Sezal Glass Limited,1677.5
1637,MAGNUM.NS,Magnum Ventures Limited,5.849999905
1638,AGRITECH.NS,Agri-Tech (India) Limited,46.5
1639,JETFREIGHT.NS,Jet Freight Logistics Limited,
1640,SIGMA.NS,Sigma Solve Limited,
1641,BURNPUR.NS,Burnpur Cement Limited,3.650000095
1642,AVSL.NS,AVSL Industries Limited,
1643,RKDL.NS,Ravi Kumar Distilleries Limited,13.85000038
1644,LAXMICOT.NS,Laxmi Cotspin Limited,
1645,MARSHALL.NS,Marshall Machines Limited,
1646,ORIENTALTL.NS,Oriental Trimex Limited,8.600000381
1647,KHANDSE.NS,Khandwala Securities Limited,18.04999924
1648,SOLEX.NS,Solex Energy Limited,
1649,WSI.NS,W S Industries (I) Limited,5.25
1650,ATALREAL.NS,Atal Realtech Limited,
1651,SHAHALLOYS.NS,Shah Alloys Limited,11.25
1652,KKVAPOW.NS,KKV Agro Powers Limited,375
1653,ASLIND.NS,ASL Industries Limited,
1654,GOLDTECH.NS,Goldstone Technologies Limited,11.14999962
1655,NATNLSTEEL.NS,National Steel And Agro Industries Limited,5.300000191
1656,GICL.NS,Globe International Carriers Limited,
1657,VSCL.NS,Vadivarhe Speciality Chemicals Limited,14.14999962
1658,NITINFIRE.NS,Nitin Fire Protection Industries Limited,0.899999976
1659,VERA.NS,Vera Synthetic Limited,
1660,ADROITINFO.NS,Adroit Infotech Limited,9.100000381
1661,UWCSL.NS,Ultra Wiring Connectivity System Limited,
1662,KARMAENG.NS,Karma Energy Limited,15.19999981
1663,SEPOWER.NS,S.E. Power Limited,7.050000191
1664,SURANI.NS,Surani Steel Tubes Limited,
1665,ADL.NS,Archidply Decor Limited,30
1666,COUNCODOS.NS,Country Condo's Limited,2.400000095
1667,SRIRAM.NS,Shri Ram Switchgears Limited,
1668,3PLAND.NS,3P Land Holdings Limited,13.94999981
1669,INNOVATIVE.NS,Innovative Tyres and Tubes Limited,7.75
1670,INFOMEDIA.NS,Infomedia Press Limited,4.5
1671,ARIHANT.NS,Arihant Foundations & Housing Limited,22.45000076
1672,PATSPINLTD.NS,Patspin India Limited,6.25
1673,21STCENMGM.NS,21st Century Management Services Limited,15.94999981
1674,MIC.NS,MIC Electronics Limited,1.350000024
1675,CADSYS.NS,Cadsys (India) Limited,
1676,ANKITMETAL.NS,Ankit Metal & Power Limited,1.25
1677,PRAKASHSTL.NS,Prakash Steelage Limited,1
1678,RMDRIP.NS,R M Drip and Sprinklers Systems Limited,
1679,WEWIN.NS,WE WIN LIMITED,
1680,SPYL.NS,Shekhawati Poly-Yarn Limited,0.649999976
1681,NARMADA.NS,Narmada Agrobase Limited,9.550000191
1682,NKIND.NS,NK Industries Limited,21.45000076
1683,MOHITIND.NS,Mohit Industries Limited,8.399999619
1684,GAYAHWS.NS,Gayatri Highways Limited,1.100000024
1685,SSINFRA.NS,S.S. Infrastructure Development Consultants Limited,9.800000191
1686,CALSOFT.NS,California Software Company Limited,10.05000019
1687,LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,4.599999905
1688,ZODJRDMKJ.NS,Zodiac JRD- MKJ Limited,36.59999847
1689,S&SPOWER.NS,S&S Power Switchgears Limited,20
1690,TGBHOTELS.NS,TGB Banquets And Hotels Limited,6.349999905
1691,AVROIND.NS,AVRO INDIA LIMITED,
1692,CYBERMEDIA.NS,Cyber Media (India) Limited,10.25
1693,HBSL.NS,HB Stockholdings Limited,17.54999924
1694,EASTSILK.NS,Eastern Silk Industries Limited,3.75
1695,SHUBHLAXMI.NS,Shubhlaxmi Jewel Art Limited,
1696,MITTAL.NS,Mittal Life Style Limited,12.30000019
1697,INDLMETER.NS,IMP Powers Limited,15.55000019
1698,PARTYCRUS.NS,Party Cruisers Limited,
1699,HILTON.NS,Hilton Metal Forging Limited,12.89999962
1700,CASTEXTECH.NS,Castex Technologies Limited,0.699999988
1701,EMCO.NS,Emco Limited,1.950000048
1702,AHIMSA.NS,Ahimsa Industries Limited,
1703,HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,1.100000024
1704,CANDC.NS,C & C Constructions Limited,4.599999905
1705,BTML.NS,Bodhi Tree Multimedia Limited,
1706,TNTELE.NS,Tamilnadu Telecommunication Limited,5.5
1707,PERFECT.NS,Perfect Infraengineers Limited,
1708,MOHOTAIND.NS,Mohota Industries Limited,7.099999905
1709,UNITY.NS,Unity Infraprojects Limited,0.850000024
1710,SETUINFRA.NS,Setubandhan Infrastructure Limited,1.049999952
1711,MASKINVEST.NS,Mask Investments Limited,22.39999962
1712,ACEINTEG.NS,Ace Integrated Solutions Limited,
1713,SECL.NS,Salasar Exteriors and Contour Limited,
1714,ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited,1
1715,SYNCOM.NS,Syncom Healthcare Limited,4.099999905
1716,CROWN.NS,Crown Lifters Limited,
1717,DALALSTCOM.NS,DSJ Communications Limited,0.75
1718,UMESLTD.NS,Usha Martin Education & Solutions Limited,4.550000191
1719,ABINFRA.NS,A B Infrabuild Limited,
1720,IMPEXFERRO.NS,Impex Ferro Tech Limited,0.800000012
1721,TVVISION.NS,TV Vision Limited,1.899999976
1722,VICEROY.NS,Viceroy Hotels Limited,3.150000095
1723,PAEL.NS,PAE Limited,7.599999905
1724,ABNINT.NS,A B N Intercorp Limited,
1725,EASUNREYRL.NS,Easun Reyrolle Limited,2.799999952
1726,BSELINFRA.NS,BSEL Infrastructure Realty Limited,1.25
1727,DNAMEDIA.NS,Diligent Media Corporation Limited,2.299999952
1728,SKSTEXTILE.NS,SKS Textiles Limited,
1729,BARTRONICS.NS,Bartronics India Limited,3.549999952
1730,SANCO.NS,Sanco Industries Limited,8.800000191
1731,ONELIFECAP.NS,Onelife Capital Advisors Limited,8.100000381
1732,PREMIER.NS,Premier Limited,3.799999952
1733,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,7.050000191
1734,CMMIPL.NS,CMM Infraprojects Limited,20.10000038
1735,JETKNIT.NS,Jet Knitwears Limited,
1736,MPTODAY.NS,Madhya Pradesh Today Media Limited,18
1737,EUROTEXIND.NS,Eurotex Industries and Exports Limited,6.650000095
1738,MINDPOOL.NS,Mindpool Technologies Limited,
1739,THIRUSUGAR.NS,Thiru Arooran Sugars Limited,6.800000191
1740,RAJRAYON.NS,Raj Rayon Industries Limited,0.25
1741,ALPSINDUS.NS,Alps Industries Limited,2.049999952
1742,NORBTEAEXP.NS,Norben Tea & Exports Limited,5.800000191
1743,GLFL.NS,Gujarat Lease Financing Limited,2.25
1744,SPENTEX.NS,Spentex Industries Limited,0.800000012
1745,NIRAJISPAT.NS,Niraj Ispat Industries Limited,
1746,DSML.NS,Debock Sales And Marketing Limited,
1747,SECURCRED.NS,SecUR Credentials Limited,
1748,AMJUMBO.NS,A and M Jumbo Bags Limited,
1749,SUBCAPCITY.NS,International Constructions Limited,
1750,ACCORD.NS,Accord Synergy Limited,
1751,OMFURN.NS,Omfurn India Limited,
1752,GTNTEX.NS,GTN Textiles Limited,6
1753,GFSTEELS.NS,Grand Foundry Limited,2.700000048
1754,CONTI.NS,Continental Seeds and Chemicals Limited,5.75
1755,TCIFINANCE.NS,TCI Finance Limited,6.050000191
1756,KALYANI.NS,Kalyani Commercials Limited,
1757,TFL.NS,Transwarranty Finance Limited,3.900000095
1758,CREATIVEYE.NS,Creative Eye Limited,2.900000095
1759,VIJIFIN.NS,Viji Finance Limited,1
1760,KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,1.649999976
1761,BKMINDST.NS,Bkm Industries Limited,1.049999952
1762,JALAN.NS,Jalan Transolutions (India) Limited,3.849999905
1763,PULZ.NS,Pulz Electronics Limited,
1764,DRL.NS,Dhanuka Realty Limited,
1765,TANTIACONS.NS,Tantia Constructions Limited,6.949999809
1766,TRANSWIND.NS,Transwind Infrastructures Limited,
1767,SONISOYA.NS,Soni Soya Products Limited,14.60000038
1768,BHALCHANDR.NS,Bhalchandram Clothing Limited,
1769,GRETEX.NS,Gretex Industries Limited,
1770,TECHIN.NS,Techindia Nirman Limited,5.900000095
1771,RADAAN.NS,Radaan Mediaworks India Limited,1.049999952
1772,SMVD.NS,SMVD Poly Pack Limited,
1773,LAKPRE.NS,Lakshmi Precision Screws Limited,5.099999905
1774,EUROCERA.NS,Euro Ceramics Limited,1.049999952
1775,NTL.NS,Neueon Towers Limited,1
1776,RAMSARUP.NS,Ramsarup Industries Limited,1.049999952
1777,MANAV.NS,Manav Infra Projects Limited,
1778,ARENTERP.NS,Rajdarshan Industries Limited,11.75
1779,POWERFUL.NS,Powerful Technologies Limited,
1780,VASA.NS,Vasa Retail and Overseas Ltd,
1781,JIKIND.NS,JIK Industries Limited,0.649999976
1782,THOMASCOTT.NS,Thomas Scott (India) Limited,8.350000381
1783,MELSTAR.NS,Melstar Information Technologies Limited,2.299999952
1784,ORTEL.NS,Ortel Communications Limited,1.149999976
1785,BOHRA.NS,Bohra Industries Limited,
1786,GBGLOBAL.NS,GB Global Limited,930
1787,DCMFINSERV.NS,DCM Financial Services Limited,1.799999952
1788,GISOLUTION.NS,GI Engineering Solutions Limited,3
1789,JAINSTUDIO.NS,Jain Studios Limited,2.450000048
1790,HOTELRUGBY.NS,Hotel Rugby Limited,1.5
1791,SABEVENTS.NS,Sab Events & Governance Now Media Limited,1.549999952
1792,BLUECHIP.NS,Blue Chip India Limited,0.25
1793,ABHISHEK.NS,Abhishek Corporation Limited,4.5
1794,AIFL.NS,Ashapura Intimates Fashion Limited,1.549999952
1795,ALCHEM.NS,Alchemist Limited,3.200000048
1796,AMBICAAGAR.NS,Ambica Agarbathies & Aroma industries Limited,23.39999962
1797,AMTEKAUTO.NS,Amtek Auto Limited,
1798,ANTGRAPHIC.NS,Antarctica Limited,0.550000012
1799,ARCOTECH.NS,Arcotech Limited,1.450000048
1800,ASIL.NS,Amit Spinning Industries Limited,0.699999988
1801,ATCOM.NS,Atcom Technologies Limited,
1802,ATLASCYCLE.NS,Atlas Cycles (Haryana) Limited,28.39999962
1803,ATNINTER.NS,ATN International Limited,0.200000003
1804,AUSTRAL.NS,Austral Coke & Projects Limited,0.150000006
1805,AUTOLITIND.NS,Autolite (India) Limited,18.70000076
1806,BGLOBAL.NS,Bharatiya Global Infomedia Limited,1.399999976
1807,BHARATIDIL.NS,Bharati Defence and Infrastructure Limited,
1808,BILENERGY.NS,Bil Energy Systems Limited,0.699999988
1809,BINANIIND.NS,Binani Industries Limited,5.550000191
1810,BLUEBLENDS.NS,Blue Blends (I) Limited,0.800000012
1811,BLUECOAST.NS,Blue Coast Hotels Limited,5.650000095
1812,CCCL.NS,Consolidated Construction Consortium Limited,0.649999976
1813,CELESTIAL.NS,Celestial Biolabs Limited,1.75
1814,CHROMATIC.NS,Chromatic India Limited,0.850000024
1815,CKFSL.NS,Cox & Kings Financial Service Limited,0.349999994
1816,COFFEEDAY.NS,Coffee Day Enterprises Limited,35.59999847
